creationDate,_id,Posting,Latitudes,Longitudes,Date,Month,Year,Day,Time,Offences,OffenceCategory,PartOfTheDay,__v
2020-10-26T13:57:04.271Z,5f96d95fc7425e2b50613b99,izmir,31.415511499999997,74.1857279,5,04,2014,Wednesday,10:35,cycle theft,Crime Against Property,4,0
